Time(s),IDD(A),ISS(A),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),A0(V),B3(V),B2(V),B0(V),A2(V),B1(V),A1(V),A3(V)
    15.230e-9,  2.819950e-3,  0.000000e-3,     0.000,     0.000,    -0.000,    -0.000,     0.000,     0.632,     0.132,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000
    15.240e-9,  2.553207e-3,  0.000000e-3,     0.000,     0.000,    -0.000,    -0.000,     0.000,     0.640,     0.164,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000
    15.250e-9,  2.361977e-3,  0.000000e-3,     0.000,     0.000,    -0.000,    -0.000,     0.000,     0.646,     0.191,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000
    15.260e-9,  2.043186e-3,  0.000000e-3,     0.000,     0.000,    -0.000,    -0.000,    -0.000,     0.652,     0.213,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000
    15.270e-9,  1.987596e-3,  0.000000e-3,     0.000,     0.000,    -0.000,    -0.000,    -0.000,     0.656,     0.230,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000
    15.280e-9,  1.959360e-3,  0.000000e-3,     0.000,     0.000,    -0.000,    -0.000,    -0.000,     0.660,     0.243,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000
    15.290e-9,  1.760258e-3,  0.000000e-3,     0.000,     0.000,    -0.000,    -0.000,    -0.000,     0.660,     0.251,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000
    15.300e-9,  1.287414e-3,  0.000000e-3,     0.000,     0.000,    -0.000,    -0.000,    -0.000,     0.656,     0.253,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000
    15.310e-9,  1.441316e-3,  0.000000e-3,     0.000,     0.000,    -0.000,    -0.000,    -0.000,     0.647,     0.248,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000
    15.320e-9,  1.807739e-3,  0.000000e-3,     0.000,     0.000,    -0.000,    -0.000,    -0.000,     0.630,     0.238,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000
    15.330e-9,  1.863747e-3,  0.000000e-3,     0.000,     0.000,    -0.000,    -0.000,    -0.000,     0.608,     0.223,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000
    15.340e-9,  1.644987e-3,  0.000000e-3,     0.000,     0.000,    -0.000,    -0.000,    -0.000,     0.581,     0.205,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000
    15.350e-9,  1.505266e-3,  0.000000e-3,     0.000,     0.000,    -0.000,    -0.000,    -0.000,     0.550,     0.186,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000
    15.360e-9,  1.046102e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,    -0.000,     0.518,     0.165,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000
    15.370e-9,  0.801542e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,    -0.000,     0.485,     0.145,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000
    15.380e-9,  0.838680e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.454,     0.126,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000
    15.390e-9,  0.824904e-3,  0.000000e-3,     0.001,     0.000,    -0.000,     0.000,     0.001,     0.424,     0.108,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000
    15.400e-9,  0.757345e-3,  0.000000e-3,     0.002,     0.000,    -0.000,     0.000,     0.002,     0.395,     0.091,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.000
    15.410e-9,  2.380722e-3,  0.000000e-3,     0.005,     0.000,    -0.000,     0.000,     0.005,     0.367,     0.075,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.000
    15.420e-9,  2.322187e-3,  0.000000e-3,     0.008,     0.000,     0.000,     0.000,     0.009,     0.338,     0.060,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.000
    15.430e-9,  2.115591e-3,  0.000000e-3,     0.012,     0.000,     0.000,     0.000,     0.014,     0.310,     0.047,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.000
    15.440e-9,  1.932270e-3,  0.000000e-3,     0.015,     0.000,     0.000,     0.000,     0.018,     0.281,     0.035,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.000
    15.450e-9,  1.909245e-3,  0.000000e-3,     0.017,     0.000,     0.000,     0.000,     0.021,     0.252,     0.025,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.000
    15.460e-9,  1.742485e-3,  0.000000e-3,     0.019,     0.000,     0.000,     0.000,     0.023,     0.223,     0.017,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.000
    15.470e-9,  1.597759e-3,  0.000000e-3,     0.020,     0.000,     0.000,     0.000,     0.025,     0.195,     0.010,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.000
    15.480e-9,  1.356138e-3,  0.000000e-3,     0.021,     0.000,     0.000,     0.000,     0.026,     0.168,     0.004,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.000
    15.490e-9,  1.050477e-3,  0.000000e-3,     0.021,     0.000,     0.000,     0.000,     0.025,     0.143,    -0.001,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.000
    15.500e-9,  1.514602e-3,  0.000000e-3,     0.020,     0.000,     0.000,     0.000,     0.024,     0.119,    -0.005,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000
    15.510e-9,  2.064429e-3,  0.000000e-3,     0.018,     0.000,     0.000,     0.000,     0.023,     0.097,    -0.008,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000
    15.520e-9,  2.217201e-3,  0.000000e-3,     0.016,     0.000,     0.000,     0.000,     0.021,     0.076,    -0.010,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000
    15.530e-9,  2.275153e-3,  0.000000e-3,     0.014,     0.000,     0.000,     0.000,     0.018,     0.058,    -0.012,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000
    15.540e-9,  2.241027e-3,  0.000000e-3,     0.012,     0.000,     0.000,     0.001,     0.016,     0.042,    -0.013,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000
    15.550e-9,  2.080847e-3,  0.000000e-3,     0.010,     0.000,     0.000,     0.003,     0.013,     0.027,    -0.012,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000
    15.560e-9,  1.459287e-3,  0.000000e-3,     0.008,     0.000,     0.000,     0.006,     0.011,     0.015,    -0.008,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000
    15.570e-9,  1.206920e-3,  0.000000e-3,     0.006,     0.000,     0.000,     0.014,     0.008,     0.004,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000
    15.580e-9,  1.349353e-3,  0.000000e-3,     0.005,     0.000,     0.000,     0.025,     0.006,    -0.004,     0.013,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000
    15.590e-9,  1.416558e-3,  0.000000e-3,     0.003,     0.000,     0.000,     0.043,     0.004,    -0.011,     0.032,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000
    15.600e-9,  1.745118e-3,  0.000000e-3,     0.002,     0.000,     0.000,     0.067,     0.002,    -0.016,     0.058,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650
    15.610e-9,  4.034539e-3,  0.000000e-3,     0.001,     0.000,     0.000,     0.098,     0.001,    -0.019,     0.093,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650
    15.620e-9,  3.890977e-3,  0.000000e-3,    -0.000,     0.000,     0.000,     0.134,    -0.000,    -0.021,     0.134,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650
    15.630e-9,  3.395032e-3,  0.000000e-3,    -0.001,     0.000,     0.000,     0.171,    -0.001,    -0.023,     0.176,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650
    15.640e-9,  2.831389e-3,  0.000000e-3,    -0.002,     0.000,    -0.000,     0.206,    -0.002,    -0.023,     0.216,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650
    15.650e-9,  2.328294e-3,  0.000000e-3,    -0.002,     0.000,    -0.000,     0.236,    -0.002,    -0.023,     0.251,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650
    15.660e-9,  2.095673e-3,  0.000000e-3,    -0.002,     0.000,    -0.000,     0.260,    -0.003,    -0.022,     0.280,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650
    15.670e-9,  2.039065e-3,  0.000000e-3,    -0.002,     0.000,     0.000,     0.279,    -0.003,    -0.021,     0.303,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650
    15.680e-9,  1.840499e-3,  0.000000e-3,    -0.002,     0.000,     0.000,     0.294,    -0.003,    -0.020,     0.321,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650
    15.690e-9,  1.589615e-3,  0.000000e-3,    -0.002,     0.000,     0.000,     0.303,    -0.003,    -0.019,     0.333,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650
    15.700e-9,  1.224442e-3,  0.000000e-3,    -0.002,     0.000,     0.000,     0.305,    -0.003,    -0.017,     0.338,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650
    15.710e-9,  1.657941e-3,  0.000000e-3,    -0.002,     0.000,     0.000,     0.301,    -0.003,    -0.016,     0.336,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650
    15.720e-9,  2.200644e-3,  0.000000e-3,    -0.002,     0.000,     0.000,     0.290,    -0.002,    -0.015,     0.327,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650
    15.730e-9,  2.407697e-3,  0.000000e-3,    -0.002,     0.000,     0.001,     0.273,    -0.002,    -0.014,     0.311,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650
    15.740e-9,  2.407122e-3,  0.000000e-3,    -0.001,     0.000,     0.002,     0.254,    -0.002,    -0.013,     0.291,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650
    15.750e-9,  2.152337e-3,  0.000000e-3,    -0.001,     0.000,     0.005,     0.231,    -0.002,    -0.011,     0.268,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650
    15.760e-9,  1.609972e-3,  0.000000e-3,    -0.001,     0.000,     0.010,     0.208,    -0.001,    -0.008,     0.244,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650
