Time(s),IDD(A),ISS(A),P1(V),P0(V),P3(V),P2(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),P4(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),P5(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),P6(V),P7(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),B2(V),B3(V),A1(V),A2(V),B0(V),B1(V),A0(V),A3(V)
     9.100e-9, 13.751359e-3,  0.000000e-3,     0.000,     0.000,     0.778,     0.867,     0.676,    -0.000,     0.000,     0.025,     0.767,     0.029,    -0.047,    -0.057,     0.000,     0.729,     0.000,     0.000,     0.000,     0.000,     0.731,     0.005,     0.002,    -0.050,     0.000,    -0.050,     0.000,     0.750,     0.750,     0.750,     0.750,     0.750,     0.000,     0.000
     9.110e-9, 16.232310e-3,  0.000000e-3,     0.000,     0.000,     0.778,     0.863,     0.702,    -0.000,     0.000,     0.061,     0.769,     0.024,    -0.028,    -0.024,     0.000,     0.746,     0.000,     0.000,     0.000,     0.000,     0.751,     0.005,     0.001,    -0.031,     0.000,    -0.025,     0.000,     0.750,     0.750,     0.750,     0.750,     0.750,     0.000,     0.000
     9.120e-9, 16.770551e-3,  0.000000e-3,     0.000,     0.000,     0.774,     0.841,     0.716,     0.000,     0.000,     0.108,     0.763,     0.019,    -0.011,     0.022,     0.000,     0.760,     0.000,     0.000,     0.000,     0.000,     0.765,     0.003,     0.001,    -0.014,     0.000,     0.016,     0.000,     0.750,     0.750,     0.750,     0.750,     0.750,     0.000,     0.000
     9.130e-9, 17.071311e-3,  0.000000e-3,     0.000,     0.000,     0.763,     0.804,     0.718,     0.000,     0.000,     0.166,     0.754,     0.013,     0.003,     0.078,     0.000,     0.768,     0.000,     0.000,     0.000,     0.000,     0.769,     0.003,     0.000,     0.001,     0.000,     0.067,     0.000,     0.750,     0.750,     0.750,     0.750,     0.750,     0.000,     0.000
     9.140e-9, 15.807992e-3,  0.000000e-3,     0.000,     0.000,     0.746,     0.754,     0.713,     0.000,     0.000,     0.231,     0.746,     0.007,     0.014,     0.143,     0.000,     0.770,     0.000,     0.000,     0.000,     0.000,     0.766,     0.002,     0.000,     0.013,     0.000,     0.128,     0.000,     0.750,     0.750,     0.750,     0.750,     0.750,     0.000,     0.000
     9.150e-9, 15.683130e-3,  0.000000e-3,     0.000,     0.000,     0.722,     0.718,     0.703,     0.000,    -0.000,     0.304,     0.742,     0.002,     0.022,     0.214,     0.000,     0.767,     0.000,     0.000,     0.000,     0.000,     0.758,     0.002,    -0.000,     0.021,     0.000,     0.197,     0.000,     0.750,     0.750,     0.750,     0.750,     0.750,     0.750,     0.000
     9.160e-9, 14.599831e-3,  0.000000e-3,     0.000,     0.000,     0.695,     0.708,     0.692,     0.000,    -0.000,     0.381,     0.742,    -0.002,     0.027,     0.291,     0.000,     0.760,     0.000,     0.000,     0.000,     0.000,     0.749,     0.000,    -0.000,     0.026,     0.000,     0.271,     0.000,     0.750,     0.750,     0.750,     0.750,     0.750,     0.750,     0.000
     9.170e-9, 16.974203e-3,  0.000000e-3,     0.000,     0.000,     0.667,     0.718,     0.680,     0.000,    -0.000,     0.463,     0.744,    -0.005,     0.028,     0.373,     0.000,     0.752,     0.000,     0.000,     0.000,     0.000,     0.743,     0.000,    -0.001,     0.028,     0.000,     0.351,     0.000,     0.750,     0.750,     0.750,     0.750,     0.750,     0.750,     0.000
     9.180e-9, 17.703116e-3,  0.000000e-3,     0.000,     0.000,     0.641,     0.741,     0.671,     0.000,    -0.000,     0.548,     0.748,    -0.008,     0.027,     0.457,     0.000,     0.746,     0.000,     0.000,     0.000,     0.000,     0.741,    -0.001,    -0.001,     0.028,     0.000,     0.434,     0.000,     0.750,     0.750,     0.750,     0.750,     0.750,     0.750,     0.000
     9.190e-9, 17.669284e-3,  0.000000e-3,     0.000,     0.000,     0.619,     0.761,     0.664,     0.000,    -0.000,     0.636,     0.751,    -0.009,     0.025,     0.545,     0.000,     0.742,     0.000,     0.000,     0.000,     0.000,     0.742,    -0.001,    -0.001,     0.025,     0.000,     0.520,     0.000,     0.750,     0.750,     0.750,     0.750,     0.750,     0.750,     0.000
